,Unnamed: 0,word_lex_0,word_form_0,word_gramm_0,word_lex_1,word_form_1,word_gramm_1,used
15556,15556,очень,очень,ADV,умеренно,умеренно,ADV,False
15557,15557,почти,почти,ADV,жалобно,жалобно,ADV,False
15558,15558,совсем,совсем,ADV,весело,весело,ADV,False
15559,15559,уже,уже,ADV,навеселе,навеселе,ADV,False
15560,15560,уже,уже,ADV,радостно,радостно,ADV,False
15561,15561,уже,уже,ADV,смертельно,смертельно,ADV,False
15562,15562,чисто,чисто,ADV,по-женски,по-женски,ADV,False
15563,15563,абсолютно,абсолютно,ADV,одинаковый,одинаковые,"A,nom,pl,plen",False
15564,15564,весьма,весьма,ADV,громко,громко,ADV,False
15565,15565,глубоко,глубоко,ADV,преданный,преданный,"A,m,nom,plen,sg",False
15566,15566,довольно,довольно,ADV,рассеянно,рассеянно,ADV,False
15567,15567,довольно,довольно,ADV,скверно,скверно,ADV,False
15568,15568,еще,еще,ADV,следующий,следующие,"A,nom,pl,plen",False
15569,15569,очень,очень,ADV,белый,белые,"A,nom,pl,plen",False
15570,15570,очень,очень,ADV,нехороший,нехорошее,"A,n,nom,plen,sg",False
15571,15571,печально,печально,ADV,известный,известный,"A,m,nom,plen,sg",False
15572,15572,совершенно,совершенно,ADV,молча,молча,ADV,False
15573,15573,чересчур,чересчур,ADV,сильно,сильно,ADV,False
15574,15574,действительно,действительно,ADV,замечательный,замечательный,"A,m,nom,plen,sg",False
15575,15575,очень,очень,ADV,агрессивно,агрессивно,ADV,False
15576,15576,очень,очень,ADV,ревниво,ревниво,ADV,False
15577,15577,почти,почти,ADV,следом,следом,ADV,False
15578,15578,совсем,совсем,ADV,сумасшедший,сумасшедший,"A,m,nom,plen,sg",False
15579,15579,особенно,особенно,ADV,любезно,любезно,ADV,False
15580,15580,прекрасно,прекрасно,ADV,одеть,одетый,"V,m,nom,partcp,pass,pf,plen,praet,sg,tran",False
15581,15581,совершенно,совершенно,ADV,недвусмысленно,недвусмысленно,ADV,False
15582,15582,совершенно,совершенно,ADV,отрицательно,отрицательно,ADV,False
15583,15583,уже,уже,ADV,назавтра,назавтра,ADV,False
15584,15584,весьма,весьма,ADV,интенсивно,интенсивно,ADV,False
15585,15585,весьма,весьма,ADV,небрежно,небрежно,ADV,False
15586,15586,весьма,весьма,ADV,умело,умело,ADV,False
15587,15587,вполне,вполне,ADV,открыто,открыто,ADV,False
15588,15588,вполне,вполне,ADV,серьезный,серьезные,"A,nom,pl,plen",False
15589,15589,вполне,вполне,ADV,терпимо,терпимо,ADV,False
15590,15590,гораздо,гораздо,ADV,уверенно,увереннее,"ADV,comp",False
15591,15591,далеко,далеко,ADV,низко,ниже,"ADV,comp",False
15592,15592,довольно,довольно,ADV,робко,робко,ADV,False
15593,15593,достаточно,достаточно,ADV,известный,известный,"A,m,nom,plen,sg",False
15594,15594,достаточно,достаточно,ADV,остро,остро,ADV,False
15595,15595,достаточно,достаточно,ADV,широкий,широкий,"A,m,nom,plen,sg",False
15596,15596,еще,еще,ADV,великий,великий,"A,m,nom,plen,sg",False
15597,15597,еще,еще,ADV,крайне,крайне,ADV,False
15598,15598,еще,еще,ADV,прочно,прочнее,"ADV,comp",False
15599,15599,научно,научно,ADV,обосновать,обоснованная,"V,f,nom,partcp,pass,pf,plen,praet,sg,tran",False
15600,15600,недостаточно,недостаточно,ADV,внимательно,внимательно,ADV,False
15601,15601,особо,особо,ADV,важный,важные,"A,nom,pl,plen",False
15602,15602,очень,очень,ADV,логично,логично,ADV,False
15603,15603,очень,очень,ADV,ревностно,ревностно,ADV,False
15604,15604,очень,очень,ADV,резкий,резкий,"A,m,nom,plen,sg",False
15605,15605,очень,очень,ADV,терпеливо,терпеливо,ADV,False
15606,15606,очень,очень,ADV,чувствительно,чувствительно,ADV,False
15607,15607,почти,почти,ADV,впритык,впритык,ADV,False
15608,15608,предельно,предельно,ADV,четко,четко,ADV,False
15609,15609,слишком,слишком,ADV,остро,остро,ADV,False
15610,15610,совсем,совсем,ADV,по-русски,по-русски,ADV,False
15611,15611,совсем,совсем,ADV,понятный,понятное,"A,n,nom,plen,sg",False
15612,15612,совсем,совсем,ADV,слабо,слабо,ADV,False
15613,15613,сперва,сперва,ADV,медленно,медленно,ADV,False
15614,15614,тоже,тоже,ADV,рядом,рядом,ADV,False
15615,15615,тщательно,тщательно,ADV,выбрить,выбритый,"V,m,nom,partcp,pass,pf,plen,praet,sg,tran",False
15616,15616,уже,уже,ADV,бойко,бойко,ADV,False
15617,15617,уже,уже,ADV,независимо,независимо,ADV,False
15618,15618,уже,уже,ADV,тяжело,тяжело,ADV,False
15619,15619,чисто,чисто,ADV,вымыть,вымытые,"V,nom,partcp,pass,pf,pl,plen,praet,tran",False
15620,15620,весьма,весьма,ADV,полезный,полезное,"A,n,nom,plen,sg",False
15621,15621,весьма,весьма,ADV,редкий,редкие,"A,nom,pl,plen",False
15622,15622,весьма,весьма,ADV,умеренно,умеренно,ADV,False
15623,15623,вполне,вполне,ADV,доброжелательно,доброжелательно,ADV,False
15624,15624,глубоко,глубоко,ADV,запасть,запавшие,"V,act,intr,nom,partcp,pf,pl,plen,praet",False
15625,15625,гораздо,гораздо,ADV,мягко,мягче,"ADV,comp",False
15626,15626,еще,еще,ADV,глухо,глуше,"ADV,comp",False
15627,15627,заметно,заметно,ADV,хорошо,лучше,"ADV,comp",False
15628,15628,искренно,искренно,ADV,любить,любящий,"V,act,ipf,m,nom,partcp,plen,praes,sg,tran",False
15629,15629,относительно,относительно,ADV,небольшой,небольшая,"A,f,nom,plen,sg",False
15630,15630,очень,очень,ADV,голодный,голодный,"A,m,nom,plen,sg",False
15631,15631,очень,очень,ADV,пьяный,пьяный,"A,m,nom,plen,sg",False
15632,15632,очень,очень,ADV,разнообразно,разнообразно,ADV,False
15633,15633,очень,очень,ADV,тревожно,тревожно,ADV,False
15634,15634,очень,очень,ADV,юный,юный,"A,m,nom,plen,sg",False
15635,15635,почти,почти,ADV,поровну,поровну,ADV,False
15636,15636,слишком,слишком,ADV,смело,смело,ADV,False
15637,15637,совершенно,совершенно,ADV,легко,легко,ADV,False
15638,15638,совершенно,совершенно,ADV,растерянный,растерянный,"A,m,nom,plen,sg",False
15639,15639,совсем,совсем,ADV,ласково,ласково,ADV,False
15640,15640,сравнительно,сравнительно,ADV,дешево,дешево,ADV,False
15641,15641,ужасно,ужасно,ADV,медленно,медленно,ADV,False
15642,15642,уже,уже,ADV,кругом,кругом,ADV,False
15643,15643,уже,уже,ADV,наяву,наяву,ADV,False
15644,15644,чересчур,чересчур,ADV,громко,громко,ADV,False
15645,15645,чуть,чуть,ADV,вздернуть,вздернутый,"V,m,nom,partcp,pass,pf,plen,praet,sg,tran",False
15646,15646,довольно,довольно,ADV,определенно,определенно,ADV,False
15647,15647,еще,еще,ADV,сердито,сердитее,"ADV,comp",False
15648,15648,ныне,ныне,ADV,жить,живущие,"V,act,intr,ipf,nom,partcp,pl,plen,praes",False
15649,15649,особенно,особенно,ADV,поначалу,поначалу,ADV,False
15650,15650,очень,очень,ADV,бодрый,бодрый,"A,m,nom,plen,sg",False
15651,15651,очень,очень,ADV,длинно,длинно,ADV,False
15652,15652,очень,очень,ADV,полно,полно,ADV,False
15653,15653,очень,очень,ADV,удовлетворительно,удовлетворительно,ADV,False
15654,15654,очень,очень,ADV,эффективный,эффективный,"A,m,nom,plen,sg",False
15655,15655,совершенно,совершенно,ADV,неизвестный,неизвестный,"A,m,nom,plen,sg",False
15656,15656,совершенно,совершенно,ADV,ошибочно,ошибочно,ADV,False
15657,15657,совершенно,совершенно,ADV,ровный,ровная,"A,f,nom,plen,sg",False
15658,15658,уже,уже,ADV,ярко,ярко,ADV,False
15659,15659,чрезвычайно,чрезвычайно,ADV,ласково,ласково,ADV,False
15660,15660,возможно,возможно,ADV,больший,большее,"A,comp,n,nom,sg",False
15661,15661,очень,очень,ADV,горько,горько,ADV,False
15662,15662,почти,почти,ADV,тоже,тоже,ADV,False
15663,15663,совершенно,совершенно,ADV,ничтожный,ничтожный,"A,m,nom,plen,sg",False
15664,15664,щеголевато,щеголевато,ADV,одеть,одетый,"V,m,nom,partcp,pass,pf,plen,praet,sg,tran",False
15665,15665,возможно,возможно,ADV,рано,раньше,"ADV,comp",False
15666,15666,всё,все,ADV,высоко,выше,"ADV,comp",False
15667,15667,особо,особо,ADV,охранять,охраняемые,"V,ipf,nom,partcp,pass,pl,plen,praes,tran",False
15668,15668,абсолютно,абсолютно,ADV,серьезно,серьезно,ADV,False
15669,15669,бесконечно,бесконечно,ADV,длинный,длинный,"A,m,nom,plen,sg",False
15670,15670,больно,больно,ADV,скоро,скоро,ADV,False
15671,15671,весьма,весьма,ADV,оживленно,оживленно,ADV,False
15672,15672,весьма,весьма,ADV,сурово,сурово,ADV,False
15673,15673,возможно,возможно,ADV,широко,шире,"ADV,comp",False
15674,15674,гораздо,гораздо,ADV,бодро,бодрее,"ADV,comp",False
15675,15675,давно,давно,ADV,позади,позади,ADV,False
15676,15676,довольно,довольно,ADV,красиво,красиво,ADV,False
15677,15677,довольно,довольно,ADV,неловко,неловко,ADV,False
15678,15678,довольно,довольно,ADV,трудный,трудная,"A,f,nom,plen,sg",False
15679,15679,еще,еще,ADV,гуо,гуще,"ADV,comp",False
15680,15680,необычайно,необычайно,ADV,ярко,ярко,ADV,False
15681,15681,неограниченно,неограниченно,ADV,долго,долго,ADV,False
15682,15682,неопределенно,неопределенно,ADV,долго,долго,ADV,False
15683,15683,опять,опять,ADV,вперед,вперед,ADV,False
15684,15684,особенно,особенно,ADV,неприятно,неприятно,ADV,False
15685,15685,особенно,особенно,ADV,тяжко,тяжко,ADV,False
15686,15686,очень,очень,ADV,выразительный,выразительные,"A,nom,pl,plen",False
15687,15687,очень,очень,ADV,неосторожно,неосторожно,ADV,False
15688,15688,очень,очень,ADV,подходящий,подходящий,"A,m,nom,plen,sg",False
15689,15689,почти,почти,ADV,неизменно,неизменно,ADV,False
15690,15690,предельно,предельно,ADV,просто,просто,ADV,False
15691,15691,прекрасно,прекрасно,ADV,знать,знавший,"V,act,ipf,m,nom,partcp,plen,praet,sg,tran",False
15692,15692,слишком,слишком,ADV,отчетливо,отчетливо,ADV,False
15693,15693,слишком,слишком,ADV,рьяно,рьяно,ADV,False
15694,15694,слишком,слишком,ADV,хороший,хороший,"A,m,nom,plen,sg",False
15695,15695,совершенно,совершенно,ADV,замечательный,замечательный,"A,m,nom,plen,sg",False
15696,15696,совершенно,совершенно,ADV,седой,седой,"A,m,nom,plen,sg",False
15697,15697,совсем,совсем,ADV,непонятный,непонятное,"A,n,nom,plen,sg",False
15698,15698,удивительно,удивительно,ADV,ловко,ловко,ADV,False
15699,15699,удивительно,удивительно,ADV,скоро,скоро,ADV,False
15700,15700,уже,уже,ADV,наверное,наверное,ADV,False
15701,15701,уже,уже,ADV,полно,полно,ADV,False
15702,15702,уже,уже,ADV,следующий,следующий,"A,m,nom,plen,sg",False
15703,15703,чрезвычайно,чрезвычайно,ADV,трудно,трудно,ADV,False
15704,15704,весьма,весьма,ADV,большой,большое,"A,n,nom,plen,sg",False
15705,15705,весьма,весьма,ADV,высокий,высокая,"A,f,nom,plen,sg",False
15706,15706,весьма,весьма,ADV,плачевно,плачевно,ADV,False
15707,15707,весьма,весьма,ADV,приветливо,приветливо,ADV,False
15708,15708,весьма,весьма,ADV,явственно,явственно,ADV,False
15709,15709,гораздо,гораздо,ADV,внимательно,внимательнее,"ADV,comp",False
15710,15710,гораздо,гораздо,ADV,южнее,южнее,"ADV,comp",False
15711,15711,довольно,довольно,ADV,тщательно,тщательно,ADV,False
15712,15712,еще,еще,ADV,голый,голые,"A,nom,pl,plen",False
15713,15713,еще,еще,ADV,отдельно,отдельно,ADV,False
15714,15714,крайне,крайне,ADV,тяжело,тяжело,ADV,False
15715,15715,необыкновенно,необыкновенно,ADV,красивый,красивая,"A,f,nom,plen,sg",False
15716,15716,неожиданно,неожиданно,ADV,резко,резко,ADV,False
15717,15717,неожиданно,неожиданно,ADV,спокойно,спокойно,ADV,False
15718,15718,очень,очень,ADV,бурный,бурное,"A,n,nom,plen,sg",False
15719,15719,очень,очень,ADV,молодо,молодо,ADV,False
15720,15720,очень,очень,ADV,начитанный,начитанный,"A,m,nom,plen,sg",False
15721,15721,очень,очень,ADV,увлекательно,увлекательно,ADV,False
15722,15722,очень,очень,ADV,уединенно,уединенно,ADV,False
15723,15723,очень,очень,ADV,чинно,чинно,ADV,False
15724,15724,почти,почти,ADV,забыть,забытый,"V,m,nom,partcp,pass,pf,plen,praet,sg,tran",False
15725,15725,празднично,празднично,ADV,одеть,одетые,"V,nom,partcp,pass,pf,pl,plen,praet,tran",False
15726,15726,сильно,сильно,ADV,выпить,выпивший,"V,act,intr,m,nom,partcp,pf,plen,praet,sg",False
15727,15727,совершенно,совершенно,ADV,беспрепятственно,беспрепятственно,ADV,False
15728,15728,совершенно,совершенно,ADV,заново,заново,ADV,False
15729,15729,совершенно,совершенно,ADV,измучить,измученный,"V,m,nom,partcp,pass,pf,plen,praet,sg,tran",False
15730,15730,совершенно,совершенно,ADV,невинный,невинный,"A,m,nom,plen,sg",False
15731,15731,строго,строго,ADV,параллельно,параллельно,ADV,False
15732,15732,чрезвычайно,чрезвычайно,ADV,вежливо,вежливо,ADV,False
15733,15733,безукоризненно,безукоризненно,ADV,одеть,одетый,"V,m,nom,partcp,pass,pf,plen,praet,sg,tran",False
15734,15734,весьма,весьма,ADV,неглупый,неглупый,"A,m,nom,plen,sg",False
15735,15735,весьма,весьма,ADV,неприятно,неприятно,ADV,False
15736,15736,весьма,весьма,ADV,ограниченный,ограниченный,"A,m,nom,plen,sg",False
15737,15737,весьма,весьма,ADV,опасный,опасное,"A,n,nom,plen,sg",False
15738,15738,весьма,весьма,ADV,различно,различно,ADV,False
15739,15739,довольно,довольно,ADV,холодный,холодный,"A,m,nom,plen,sg",False
15740,15740,еще,еще,ADV,опять,опять,ADV,False
15741,15741,еще,еще,ADV,радостно,радостнее,"ADV,comp",False
15742,15742,начисто,начисто,ADV,лишить,лишенный,"V,m,nom,partcp,pass,pf,plen,praet,sg,tran",False
15743,15743,очень,очень,ADV,прочный,прочные,"A,nom,pl,plen",False
15744,15744,очень,очень,ADV,прямой,прямой,"A,m,nom,plen,sg",False
15745,15745,почти,почти,ADV,перпендикулярно,перпендикулярно,ADV,False
15746,15746,совершенно,совершенно,ADV,механически,механически,ADV,False
15747,15747,совсем,совсем,ADV,живой,живой,"A,m,nom,plen,sg",False
15748,15748,весьма,весьма,ADV,определенно,определенно,ADV,False
15749,15749,весьма,весьма,ADV,популярный,популярный,"A,m,nom,plen,sg",False
15750,15750,весьма,весьма,ADV,различный,различные,"A,nom,pl,plen",False
15751,15751,всё,все,ADV,редко,реже,"ADV,comp",False
15752,15752,довольно,довольно,ADV,стройно,стройно,ADV,False
15753,15753,замечательно,замечательно,ADV,красивый,красивая,"A,f,nom,plen,sg",False
15754,15754,исключительно,исключительно,ADV,редко,редко,ADV,False
15755,15755,совершенно,совершенно,ADV,бесследно,бесследно,ADV,False
15756,15756,весьма,весьма,ADV,хладнокровно,хладнокровно,ADV,False
15757,15757,чуть,чуть,ADV,свысока,свысока,ADV,False
15758,15758,совсем,совсем,ADV,естественно,естественно,ADV,False
15759,15759,еще,еще,ADV,загодя,загодя,ADV,False
15760,15760,весьма,весьма,ADV,богатый,богатый,"A,m,nom,plen,sg",False
15761,15761,вполне,вполне,ADV,комфортно,комфортно,ADV,False
15762,15762,вполне,вполне,ADV,конкретно,конкретно,ADV,False
15763,15763,вполне,вполне,ADV,удовлетворительный,удовлетворительное,"A,n,nom,plen,sg",False
15764,15764,глубоко,глубоко,ADV,веровать,верующий,"V,act,intr,ipf,m,nom,partcp,plen,praes,sg",False
15765,15765,гораздо,гораздо,ADV,резко,резче,"ADV,comp",False
15766,15766,гораздо,гораздо,ADV,эффективно,эффективнее,"ADV,comp",False
15767,15767,довольно,довольно,ADV,забавно,забавно,ADV,False
15768,15768,довольно,довольно,ADV,складно,складно,ADV,False
15769,15769,еще,еще,ADV,грустно,грустнее,"ADV,comp",False
15770,15770,еще,еще,ADV,свежий,свежая,"A,f,nom,plen,sg",False
15771,15771,еще,еще,ADV,сначала,сначала,ADV,False
15772,15772,несравненно,несравненно,ADV,сильно,сильнее,"ADV,comp",False
15773,15773,опять,опять,ADV,вверх,вверх,ADV,False
15774,15774,особенно,особенно,ADV,жестоко,жестоко,ADV,False
15775,15775,особенно,особенно,ADV,убедительно,убедительно,ADV,False
15776,15776,очень,очень,ADV,мрачный,мрачный,"A,m,nom,plen,sg",False
15777,15777,очень,очень,ADV,немногий,немногие,"A,nom,pl,plen",False
15778,15778,очень,очень,ADV,смуглый,смуглый,"A,m,nom,plen,sg",False
15779,15779,очень,очень,ADV,сухой,сухой,"A,m,nom,plen,sg",False
15780,15780,по-прежнему,по-прежнему,ADV,тихо,тихо,ADV,False
15781,15781,почти,почти,ADV,новый,новые,"A,nom,pl,plen",False
15782,15782,практически,практически,ADV,постоянно,постоянно,ADV,False
15783,15783,практически,практически,ADV,уже,уже,ADV,False
15784,15784,слишком,слишком,ADV,туго,туго,ADV,False
15785,15785,совершенно,совершенно,ADV,легально,легально,ADV,False
15786,15786,совершенно,совершенно,ADV,определенный,определенная,"A,f,nom,plen,sg",False
15787,15787,совершенно,совершенно,ADV,правильный,правильная,"A,f,nom,plen,sg",False
15788,15788,совершенно,совершенно,ADV,успокоить,успокоенный,"V,m,nom,partcp,pass,pf,plen,praet,sg,tran",False
15789,15789,сразу,сразу,ADV,домой,домой,ADV,False
15790,15790,уже,уже,ADV,изначально,изначально,ADV,False
15791,15791,уже,уже,ADV,по-новому,по-новому,ADV,False
15792,15792,чисто,чисто,ADV,физический,физическая,"A,f,nom,plen,sg",False
15793,15793,чисто,чисто,ADV,человеческий,человеческие,"A,nom,pl,plen",False
15794,15794,аккуратно,аккуратно,ADV,сложить,сложенные,"V,nom,partcp,pass,pf,pl,plen,praet,tran",False
15795,15795,весьма,весьма,ADV,болезненно,болезненно,ADV,False
15796,15796,весьма,весьма,ADV,красиво,красиво,ADV,False
15797,15797,глубоко,глубоко,ADV,взволновать,взволнованный,"V,m,nom,partcp,pass,pf,plen,praet,sg,tran",False
15798,15798,еще,еще,ADV,смолоду,смолоду,ADV,False
15799,15799,еще,еще,ADV,тверо,тверже,"ADV,comp",False
15800,15800,значительно,значительно,ADV,широко,шире,"ADV,comp",False
15801,15801,особенно,особенно,ADV,звонко,звонко,ADV,False
15802,15802,очень,очень,ADV,любопытно,любопытно,ADV,False
15803,15803,очень,очень,ADV,неопределенно,неопределенно,ADV,False
15804,15804,слишком,слишком,ADV,поверхностно,поверхностно,ADV,False
15805,15805,слишком,слишком,ADV,убедительно,убедительно,ADV,False
15806,15806,совершенно,совершенно,ADV,однозначно,однозначно,ADV,False
15807,15807,совершенно,совершенно,ADV,по-другому,по-другому,ADV,False
15808,15808,страшно,страшно,ADV,бледный,бледный,"A,m,nom,plen,sg",False
15809,15809,уже,уже,ADV,густо,густо,ADV,False
15810,15810,уже,уже,ADV,послезавтра,послезавтра,ADV,False
15811,15811,чрезвычайно,чрезвычайно,ADV,серьезно,серьезно,ADV,False
15812,15812,чуть,чуть,ADV,набок,набок,ADV,False
15813,15813,весьма,весьма,ADV,посредственный,посредственный,"A,m,nom,plen,sg",False
15814,15814,вполне,вполне,ADV,четко,четко,ADV,False
15815,15815,впоследствии,впоследствии,ADV,стать,ставший,"V,act,intr,m,nom,partcp,pf,plen,praet,sg",False
15816,15816,всё,все,ADV,близко,ближе,"ADV,comp",False
15817,15817,действительно,действительно,ADV,прекрасный,прекрасный,"A,m,nom,plen,sg",False
15818,15818,довольно,довольно,ADV,больно,больно,ADV,False
15819,15819,довольно,довольно,ADV,частый,частое,"A,n,nom,plen,sg",False
15820,15820,еще,еще,ADV,грозно,грознее,"ADV,comp",False
15821,15821,еще,еще,ADV,незадолго,незадолго,ADV,False
15822,15822,еще,еще,ADV,ранний,раннее,"A,n,nom,plen,sg",False
15823,15823,максимально,максимально,ADV,широко,широко,ADV,False
15824,15824,очень,очень,ADV,дружественно,дружественно,ADV,False
15825,15825,очень,очень,ADV,отрицательно,отрицательно,ADV,False
15826,15826,очень,очень,ADV,ранний,ранняя,"A,f,nom,plen,sg",False
15827,15827,сегодня,сегодня,ADV,дома,дома,ADV,False
15828,15828,слишком,слишком,ADV,дешево,дешево,ADV,False
15829,15829,совершенно,совершенно,ADV,бесполезно,бесполезно,ADV,False
15830,15830,ужасно,ужасно,ADV,глупо,глупо,ADV,False
15831,15831,крайне,крайне,ADV,правый,правые,"A,nom,pl,plen",False
15832,15832,особенно,особенно,ADV,щедро,щедро,ADV,False
15833,15833,очень,очень,ADV,худенький,худенькая,"A,f,nom,plen,sg",False
15834,15834,совсем,совсем,ADV,неплохой,неплохой,"A,m,nom,plen,sg",False
15835,15835,вполне,вполне,ADV,верно,верно,ADV,False
15836,15836,едва,едва,ADV,ощутимо,ощутимо,ADV,False
15837,15837,по-военному,по-военному,ADV,четко,четко,ADV,False
15838,15838,также,также,ADV,точно,точно,ADV,False
15839,15839,всё,все,ADV,больше,больше,ADV,False
15840,15840,слегка,слегка,ADV,вперед,вперед,ADV,False
15841,15841,сильно,сильно,ADV,удлинить,удлиненный,"V,m,nom,partcp,pass,pf,plen,praet,sg,tran",False
15842,15842,слабо,слабо,ADV,удлиненный,удлиненная,"A,f,nom,plen,sg",False
15843,15843,вполне,вполне,ADV,добровольно,добровольно,ADV,False
15844,15844,вполне,вполне,ADV,натурально,натурально,ADV,False
15845,15845,высоко,высоко,ADV,поднять,поднятые,"V,nom,partcp,pass,pf,pl,plen,praet,tran",False
15846,15846,гораздо,гораздо,ADV,остро,острее,"ADV,comp",False
15847,15847,гораздо,гораздо,ADV,отчетливо,отчетливее,"ADV,comp",False
15848,15848,действительно,действительно,ADV,быстро,быстро,ADV,False
15849,15849,довольно,довольно,ADV,мило,мило,ADV,False
15850,15850,довольно,довольно,ADV,нелепо,нелепо,ADV,False
15851,15851,довольно,довольно,ADV,печально,печально,ADV,False
15852,15852,достаточно,достаточно,ADV,опытный,опытный,"A,m,nom,plen,sg",False
15853,15853,еще,еще,ADV,наполовину,наполовину,ADV,False
15854,15854,еще,еще,ADV,нередко,нередко,ADV,False
15855,15855,еще,еще,ADV,пешком,пешком,ADV,False
15856,15856,значительно,значительно,ADV,больший,большая,"A,comp,f,nom,sg",False
15857,15857,значительно,значительно,ADV,просто,проще,"ADV,comp",False
15858,15858,намного,намного,ADV,легко,легче,"ADV,comp",False
15859,15859,недостаточно,недостаточно,ADV,точно,точно,ADV,False
15860,15860,несравненно,несравненно,ADV,легко,легче,"ADV,comp",False
15861,15861,особенно,особенно,ADV,бойко,бойко,ADV,False
15862,15862,особенно,особенно,ADV,почтительно,почтительно,ADV,False
15863,15863,особенно,особенно,ADV,твердо,твердо,ADV,False
15864,15864,особенно,особенно,ADV,чутко,чутко,ADV,False
15865,15865,относительно,относительно,ADV,хорошо,хорошо,ADV,False
15866,15866,очень,очень,ADV,благородно,благородно,ADV,False
15867,15867,очень,очень,ADV,заметный,заметный,"A,m,nom,plen,sg",False
15868,15868,очень,очень,ADV,мудро,мудро,ADV,False
15869,15869,очень,очень,ADV,надежно,надежно,ADV,False
15870,15870,очень,очень,ADV,нарядный,нарядная,"A,f,nom,plen,sg",False
15871,15871,очень,очень,ADV,недорого,недорого,ADV,False
15872,15872,очень,очень,ADV,необычный,необычная,"A,f,nom,plen,sg",False
15873,15873,очень,очень,ADV,отдаленно,отдаленно,ADV,False
15874,15874,очень,очень,ADV,современный,современный,"A,m,nom,plen,sg",False
15875,15875,очень,очень,ADV,трезво,трезво,ADV,False
15876,15876,очень,очень,ADV,трепетно,трепетно,ADV,False
15877,15877,очень,очень,ADV,характерно,характерно,ADV,False
15878,15878,почти,почти,ADV,насквозь,насквозь,ADV,False
15879,15879,почти,почти,ADV,разом,разом,ADV,False
15880,15880,почти,почти,ADV,физический,физическое,"A,n,nom,plen,sg",False
15881,15881,примерно,примерно,ADV,втрое,втрое,ADV,False
15882,15882,прямо,прямо,ADV,набело,набело,ADV,False
15883,15883,ровно,ровно,ADV,посередине,посередине,ADV,False
15884,15884,слегка,слегка,ADV,навыкате,навыкате,ADV,False
15885,15885,слишком,слишком,ADV,стремительно,стремительно,ADV,False
15886,15886,совершенно,совершенно,ADV,безболезненно,безболезненно,ADV,False
15887,15887,совершенно,совершенно,ADV,противный,противное,"A,n,nom,plen,sg",False
15888,15888,совершенно,совершенно,ADV,тихо,тихо,ADV,False
15889,15889,совсем,совсем,ADV,недурно,недурно,ADV,False
15890,15890,совсем,совсем,ADV,нехорошо,нехорошо,ADV,False
15891,15891,также,также,ADV,часто,часто,ADV,False
15892,15892,тоже,тоже,ADV,впервые,впервые,ADV,False
15893,15893,тяжело,тяжело,ADV,раненый,раненый,"V,m,nom,partcp,pass,pf,plen,praet,sg,tran",False
15894,15894,удивительно,удивительно,ADV,верно,верно,ADV,False
15895,15895,чисто,чисто,ADV,теоретический,теоретическая,"A,f,nom,plen,sg",False
15896,15896,вообще,вообще,ADV,редко,редко,ADV,False
15897,15897,гораздо,гораздо,ADV,меньший,меньшее,"A,comp,n,nom,sg",False
15898,15898,довольно,довольно,ADV,скупо,скупо,ADV,False
15899,15899,еще,еще,ADV,ныне,ныне,ADV,False
15900,15900,еще,еще,ADV,обильно,обильнее,"ADV,comp",False
15901,15901,неизмеримо,неизмеримо,ADV,низко,ниже,"ADV,comp",False
15902,15902,необыкновенно,необыкновенно,ADV,долго,долго,ADV,False
15903,15903,обычно,обычно,ADV,сдержанный,сдержанный,"A,m,nom,plen,sg",False
15904,15904,опять,опять,ADV,рядом,рядом,ADV,False
15905,15905,относительно,относительно,ADV,благополучно,благополучно,ADV,False
15906,15906,очень,очень,ADV,веский,веские,"A,nom,pl,plen",False
15907,15907,очень,очень,ADV,даровитый,даровитый,"A,m,nom,plen,sg",False
15908,15908,очень,очень,ADV,неодобрительно,неодобрительно,ADV,False
15909,15909,очень,очень,ADV,храбро,храбро,ADV,False
15910,15910,почти,почти,ADV,безотлучно,безотлучно,ADV,False
15911,15911,почти,почти,ADV,добродушно,добродушно,ADV,False
15912,15912,практически,практически,ADV,одинаково,одинаково,ADV,False
15913,15913,реально,реально,ADV,существовать,существующий,"V,act,intr,ipf,m,nom,partcp,plen,praes,sg",False
15914,15914,сегодня,сегодня,ADV,дежурный,дежурный,"A,m,nom,plen,sg",False
15915,15915,слишком,слишком,ADV,вежливо,вежливо,ADV,False
15916,15916,слишком,слишком,ADV,густо,густо,ADV,False
15917,15917,слишком,слишком,ADV,упорно,упорно,ADV,False
15918,15918,сначала,сначала,ADV,осторожно,осторожно,ADV,False
15919,15919,совсем,совсем,ADV,вблизи,вблизи,ADV,False
15920,15920,совсем,совсем,ADV,настоящий,настоящий,"A,m,nom,plen,sg",False
15921,15921,совсем,совсем,ADV,недорого,недорого,ADV,False
15922,15922,совсем,совсем,ADV,неслышно,неслышно,ADV,False
15923,15923,сравнительно,сравнительно,ADV,долго,долго,ADV,False
15924,15924,удивительно,удивительно,ADV,приятный,приятный,"A,m,nom,plen,sg",False
15925,15925,уже,уже,ADV,примерно,примерно,ADV,False
15926,15926,уже,уже,ADV,пройти,пройденный,"V,m,nom,partcp,pass,pf,plen,praet,sg,tran",False
15927,15927,весьма,весьма,ADV,верно,верно,ADV,False
15928,15928,весьма,весьма,ADV,красивый,красивый,"A,m,nom,plen,sg",False
15929,15929,весьма,весьма,ADV,порядочный,порядочный,"A,m,nom,plen,sg",False
15930,15930,довольно,довольно,ADV,благосклонно,благосклонно,ADV,False
